3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Seabiscuit
14	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Muvirus	unclassified Mu-like viruses	Escherichia phage D108
24	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Acinetobacter bacteriophage AP22
11	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	Cc31virus	Enterobacter phage CC31
16	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia phage KS14
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Tunavirinae	T1virus	Escherichia phage ADB-2
21	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Bacillus phage Evoli
2	Viruses	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae	Avipoxvirus	Canarypox virus
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Sk1virus	Lactococcus virus P008
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Hk578virus	Escherichia virus JL1
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	N4virus	unclassified N4likevirus	Achromobacter phage JWAlpha
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Rhodococcus phage REQ1
4	Viruses	unclassified bacterial viruses	Streptococcus phage DCC1738
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Ounavirinae	Salmonella phage FelixO1
5	Viruses	dsDNA viruses, no RNA stage	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Choristoneura rosaceana entomopoxvirus 'L'
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Bacillus phage TP21-L
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Butters
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage 96
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Lambdavirus	unclassified Lambda-like viruses	Escherichia phage HK639
20	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	unclassified Luz24likevirus	Pseudomonas phage phiIBB-PAA2
39	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Prochlorococcus phage P-SSM4
14	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Shewanella sp. phage 1/40
39	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Spounavirinae	Tsarbombavirus	Bacillus phage BCP78
1	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	Alphabaculovirus	unclassified Alphabaculovirus	Anticarsia gemmatalis nucleopolyhedrovirus
20	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	E125virus	Burkholderia virus phi6442
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage BTCU-1
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Haemophilus phage HP1
1	Viruses	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Staphylococcus phage PT1028
40	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Lambdavirus	unclassified Lambda-like viruses	Burkholderia phage KS9
13	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE122
1	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus	California sea lion adenovirus 1
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Adler
2	Viruses	dsDNA viruses, no RNA stage	unclassified dsDNA viruses	unclassified archaeal dsDNA viruses	Haloviruses	Halovirus HRTV-4
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Edwardsiella phage MSW-3
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Tetrasphaera phage TJE1
19	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Yuavirus	Pseudomonas phage M6
42	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Salmonella phage SSU5
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella phage SS3e
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Streptomyces phage mu1/6
10	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage RhynO
24	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	P22virus	Salmonella phage SE1
42	Viruses	dsDNA viruses, no RNA stage	Nudiviridae	Betanudivirus	Helicoverpa zea nudivirus 2
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Yersinia phage phiR1-RT
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Lit1virus	Pseudomonas phage LIT1
11	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Sextaecvirus	Staphylococcus phage 6ec
2	Viruses	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Alcelaphine gammaherpesvirus 2
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Sitaravirus	Paenibacillus phage Sitara
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Cecivirus	Bacillus virus IEBH
21	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Andromedavirus	Bacillus virus Glittering
10	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	T5virus	Escherichia virus EPS7
22	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Yuavirus	Pseudomonas phage MP1412
11	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Salmonella phage epsilon15
31	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Phikzvirus	Pseudomonas phage phiKZ
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Marvinvirus	Mycobacterium phage MosMoris
28	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Phrux
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Cd119virus	Clostridium virus phiCD119
16	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage metaG-MbCM1
19	Viruses	dsDNA viruses, no RNA stage	Iridoviridae	Ranavirus	Singapore grouper iridovirus
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Croceibacter phage P2559Y
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Staphylococcus phage phiNM3
4	Viruses	ssDNA viruses	Inoviridae	Inovirus	Enterobacteria phage M13
3	Viruses	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	Cricetid gammaherpesvirus 2
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Listeria phage LP-030-3
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Troll4
23	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Bxz1virus	Mycobacterium phage Rizal
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Vequintavirinae	Escherichia phage V5
28	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	P22virus	Salmonella phage epsilon34
1	Viruses	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Closteroviridae	unclassified Closteroviridae	Blueberry virus A
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Sitaravirus	Paenibacillus phage Diva
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Staphylococcus phage StauST398-4
11	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	T5virus	Escherichia virus AKFV33
14	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Pseudoalteromonas phage H105/1
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Lactobacillus phage phiJB
15	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Peduovirinae	P2virus	Yersinia phage L-413C
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Phantastic
1	Viruses	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Closteroviridae	Crinivirus	Beet pseudoyellows virus
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Phieco32virus	Escherichia phage KBNP1711
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Enterobacteria phage HK106
1	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	Alphabaculovirus	Spodoptera frugiperda multiple nucleopolyhedrovirus
2	Viruses	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Rabbit fibroma virus
29	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Synechococcus phage ACG-2014j
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage phiMR25
1	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	Betabaculovirus	Helicoverpa armigera granulovirus
11	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Cba41virus	Cellulophaga phage phi4:1
17	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	Kp15virus	Klebsiella phage KP27
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Cba181virus	Cellulophaga phage phi17:1
1	Viruses	dsDNA viruses, no RNA stage	Poxviridae	unclassified Poxviridae	Cotia virus SPAn232
8	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	unclassified Autographivirinae	Citrobacter phage CR8
1	Viruses	dsDNA viruses, no RNA stage	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Adoxophyes honmai entomopoxvirus 'L'
28	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Lambdavirus	unclassified Lambda-like viruses	Stx2-converting phage 1717
13	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	T7virus	Kluyvera phage Kvp1
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	L5virus	Mycobacterium phage Doom
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Listeria phage A006
24	Viruses	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Marinomonas phage P12026
65	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Synechococcus phage S-SM2
13	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella phage FSL SP-004
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Hk578virus	Escherichia phage YD-2008.s
15	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Salmonella phage 7-11
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Sfi11virus	Streptococcus phage 2972
11	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	Cc31virus	Enterobacter phage PG7
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Validus
13	Viruses	dsDNA viruses, no RNA stage	Herpesvirales	Alloherpesviridae	Cyprinivirus	Cyprinid herpesvirus 3
8	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Che8virus	Mycobacterium phage Che9d
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Tunavirinae	T1virus	Cronobacter virus ESP29491
8	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Spounavirinae	Spo1virus	unclassified SPO1-like viruses	Listeria phage vB_LmoM_AG20
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Barnyardvirus	Mycobacterium phage Predator
14	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Thermus phage phi OH2
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Halomonas phage phiHAP-1
21	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Salmonella phage Vi II-E1
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Chivirus	Salmonella phage FSLSP088
1	Viruses	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Anatid alphaherpesvirus 1
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage DS6A
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Rhizobium phage vB_RglS_P106B
3	Viruses	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae	unassigned Chordopoxvirinae	Squirrelpox virus
14	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	Alphabaculovirus	Orgyia leucostigma nucleopolyhedrovirus
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Pseudomonas phage vB_PaeM_C2-10_Ab1
4	Viruses	dsDNA viruses, no RNA stage	unclassified dsDNA viruses	unclassified archaeal dsDNA viruses	Haloviruses	Halorubrum phage HF2
1	Viruses	unclassified bacterial viruses	Pseudomonas phage phiPto-bp6g
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Yersinia phage PY54
20	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Aeromonas virus 65
28	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Geobacillus phage GBK2
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Bacillus phage BPS10C
14	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Xp10virus	Xanthomonas phage OP1
17	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Aeromonas phage CC2
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage WIVsmall
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Vibrio phage SIO-2
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Hk578virus	Sodalis phage SO1
9	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	Alphabaculovirus	Mamestra brassicae multiple nucleopolyhedrovirus
2	Viruses	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Human gammaherpesvirus 4
121	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Pseudomonas phage 14-1
2	Viruses	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 1
8	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage CloudWang3
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Vibrio phage martha 12B12
125	Viruses	dsDNA viruses, no RNA stage	Phycodnaviridae	Prasinovirus	unclassified Prasinovirus	Bathycoccus sp. RCC1105 virus BpV1
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Burkholderia virus Bcep1
12	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	N4virus	unclassified N4likevirus	Erwinia phage vB_EamP-S6
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Tunavirinae	T1virus	Escherichia virus T1
6	Viruses	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	unclassified Mardivirus	Falconid herpesvirus 1
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Bdellovibrio phage phi1402
15	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Bacteriophage APSE-2
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	Klebsiella phage F19
2	Viruses	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Mardivirus	Gallid alphaherpesvirus 3
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	D3112virus	Pseudomonas phage DMS3
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	L5virus	Mycobacterium phage Bxb1
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Bacillus phage BtCS33
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Streptococcus phage MM1
14	Viruses	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae	Centapoxvirus	Yokapox virus
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Cellulophaga phage phi19:3
8	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Bacillus phage phIS3501
24	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Synechococcus phage S-CBS1
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Lambdavirus	unclassified Lambda-like viruses	Enterobacteria phage mEpX1
8	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Jobu08
9	Viruses	ssDNA viruses	Inoviridae	Habenivirus	Ralstonia phage RSM3
12	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Salmonella phage SPN1S
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	P70virus	Listeria phage LP-026
19	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Rhizobium phage vB_RleM_P10VF
10	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Corndogvirus	Mycobacterium phage Firecracker
8	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Staphylococcus phage SA13
8	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Pclasvirinae	Fishburnevirus	Mycobacterium phage Fishburne
3	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	Alphabaculovirus	Bombyx mori nucleopolyhedrovirus
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Bacillus phage PBC1
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Tunavirinae	T1virus	Shigella virus Shfl1
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Streptomyces phage phiHau3
24	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Andromedavirus	Bacillus virus Eoghan
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Aeromonas phage pAh6-C
49	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Spounavirinae	Spo1virus	Bacillus virus SPO1
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Jabbawokkie
1	Viruses	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Closteroviridae	Ampelovirus	Pineapple mealybug wilt-associated virus 1
8	Viruses	dsDNA viruses, no RNA stage	unclassified dsDNA viruses	unclassified archaeal dsDNA viruses	Haloviruses	Halovirus HVTV-1
21	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia phage KS5
11	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Aeromonas virus 25
22	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Bxz1virus	Mycobacterium phage Catera
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Tevenvirinae	T4virus	Enterobacteria phage GEC-3S
3	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	Alphabaculovirus	unclassified Alphabaculovirus	Spodoptera litura nucleopolyhedrovirus II
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	T7virus	Yersinia phage Yep-phi
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Clostridium phage phiCP34O
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Streptococcus phage PH10
24	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Pelagibacter phage HTVC010P
18	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Yersinia phage phiR201
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage BarrelRoll
7	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	Alphabaculovirus	Ectropis obliqua nucleopolyhedrovirus
26	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Salmonella phage vB_SosS_Oslo
3	Viruses	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Macavirus	Ovine gammaherpesvirus 2
6	Viruses	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Cyanophage MED4-117
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Clostridium phage phiCP26F
22	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Ralstonia phage RSK1
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Picovirinae	Phi29virus	Bacillus virus B103
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage DD5
30	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Bruin
2	Viruses	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae	Yatapoxvirus	Yaba-like disease virus
14	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Peduovirinae	P2virus	Stenotrophomonas phage Smp131
38	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Bacillus phage phiAGATE
15	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus P2
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Spounavirinae	Silviavirus	Staphylococcus virus SA11
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Velveteen
7	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Staphylococcus phage phiRS7
14	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Pseudomonas phage UFV-P2
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella phage SETP13
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Salmonella phage RE-2010
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	G7cvirus	Escherichia phage vB_EcoP_G7C
30	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage DrDrey
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	L5virus	Mycobacterium phage RedRock
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Staphylococcus phage YMC/09/04/R1988
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Salmonella phage SPN3UB
6	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	T7virus	Erwinia phage vB_EamP-L1
35	Viruses	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Deep-sea thermophilic phage D6E
118	Viruses	dsDNA viruses, no RNA stage	Phycodnaviridae	Prasinovirus	unclassified Prasinovirus	Micromonas sp. RCC1109 virus MpV1
20	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Mesorhizobium phage vB_MloP_Lo5R7ANS
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Streptococcus phage SMP
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Cp220virus	Campylobacter virus CP21
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Anabaena phage A-4L
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	L5virus	Mycobacterium phage Turbido
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Cyanophage PP
18	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Bastillevirus	Bacillus phage Bastille
22	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Mycobacterium phage Redno2
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Shigella phage Ag3
19	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Seuratvirus	Escherichia phage CAjan
22	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Pseudomonas phage PPpW-3
12	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Che8virus	Mycobacterium phage Tweety
15	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Vequintavirinae	Cronobacter phage CR8
16	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Burkholderia virus DC1
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Erwinia phage PEp14
9	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	unclassified Autographivirinae	Escherichia phage PE3-1
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Picovirinae	unassigned Picovirinae	Clostridium phage phi24R
2	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	unclassified Autographivirinae	Erwinia phage phiEa100
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	unclassified Sp6likevirus	Enterobacteria phage UAB_Phi78
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	unclassified phiKMV-like phages	Pseudomonas phage LKD16
6	Viruses	ssDNA viruses	Inoviridae	unassigned Inoviridae	Pseudomonas phage Pf1
7	Viruses	unclassified bacterial viruses	Enterobacteria phage YYZ-2008
8	Viruses	dsDNA viruses, no RNA stage	unclassified dsDNA viruses	Abalone shriveling syndrome-associated virus
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Streptococcus phage 315.4
26	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae	Rhizobium phage RR1-A
3	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Triavirus	Staphylococcus phage Phi12
18	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Lambdavirus	unclassified Lambda-like viruses	Escherichia phage HK75
16	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Burkholderia virus Bcepil02
4	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus	Bovine mastadenovirus A
1	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Bacillus phage Waukesha92
5	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Wbetavirus	Bacillus virus Wbeta
4	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae	Microbacterium phage vB_MoxS-ISF9
10	Viruses	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae	Autographivirinae	unassigned Autographivirinae	Synechococcus phage P60
